20160802	RTS1	Q0	760580197590536192	1	11.332843	run-1
20160802	RTS1	Q0	760561981753479168	2	10.0804825	run-1
20160802	RTS1	Q0	760584534526136322	3	10.0804825	run-1
20160802	RTS1	Q0	760437549307494400	4	7.986551	run-1
20160802	RTS1	Q0	760424681203601408	5	6.974647	run-1
20160802	RTS1	Q0	760390359193124864	6	6.8139176	run-1
20160802	RTS1	Q0	760456205592584192	7	6.457968	run-1
20160802	RTS1	Q0	760293772773105664	8	5.8183937	run-1
20160802	RTS1	Q0	760471405754548225	9	5.8183937	run-1
20160802	RTS1	Q0	760484194195738625	10	5.514449	run-1
20160802	RTS5	Q0	760435305383985154	1	10.758884	run-1
20160802	RTS5	Q0	760321803294154753	2	10.667758	run-1
20160802	RTS5	Q0	760502963697750016	3	9.434029	run-1
20160802	RTS5	Q0	760333169878966272	4	9.321321	run-1
20160802	RTS5	Q0	760503139829243904	5	9.321321	run-1
20160802	RTS5	Q0	760420772103938048	6	9.25015	run-1
20160802	RTS5	Q0	760290161489879040	7	8.8159485	run-1
20160802	RTS5	Q0	760486551369330688	8	8.529529	run-1
20160802	RTS5	Q0	760474060732133376	9	8.390727	run-1
20160802	RTS5	Q0	760529375221604352	10	8.390727	run-1
20160802	RTS6	Q0	760517559858831361	1	11.017793	run-1
20160802	RTS6	Q0	760437398333427712	2	9.286645	run-1
20160802	RTS6	Q0	760575290263367680	3	9.286645	run-1
20160802	RTS6	Q0	760421833279545344	4	8.864341	run-1
20160802	RTS6	Q0	760410236003966978	5	8.260405	run-1
20160802	RTS6	Q0	760560895412080640	6	8.260405	run-1
20160802	RTS6	Q0	760579228735672322	7	8.260405	run-1
20160802	RTS6	Q0	760448320301137920	8	8.249295	run-1
20160802	RTS6	Q0	760581346838323200	9	8.249295	run-1
20160802	RTS6	Q0	760269462608248832	10	7.3471174	run-1
20160802	RTS10	Q0	760388266239533056	1	12.612848	run-1
20160802	RTS10	Q0	760465915393798144	2	8.645796	run-1
20160802	RTS10	Q0	760487667041574912	3	8.645796	run-1
20160802	RTS10	Q0	760453445727858688	4	7.454262	run-1
20160802	RTS10	Q0	760487889343963137	5	6.868606	run-1
20160802	RTS10	Q0	760526506300813312	6	6.4578843	run-1
20160802	RTS10	Q0	760394360567500800	7	5.9442463	run-1
20160802	RTS10	Q0	760329604707946496	8	5.744242	run-1
20160802	RTS10	Q0	760535146562985984	9	5.744242	run-1
20160802	RTS10	Q0	760430561596878848	10	5.4306083	run-1
20160802	RTS13	Q0	760455391884906496	1	11.148401	run-1
20160802	RTS13	Q0	760520453920321536	2	11.148401	run-1
20160802	RTS13	Q0	760344406411075584	3	9.427068	run-1
20160802	RTS13	Q0	760322830932275200	4	8.582657	run-1
20160802	RTS13	Q0	760383296006197248	5	8.439503	run-1
20160802	RTS13	Q0	760490586285731848	6	8.439503	run-1
20160802	RTS13	Q0	760561780418502656	7	8.433007	run-1
20160802	RTS13	Q0	760588812720361472	8	8.433007	run-1
20160802	RTS13	Q0	760567774066384897	9	7.7497244	run-1
20160802	RTS13	Q0	760321048340553730	10	7.5011	run-1
20160802	RTS25	Q0	760571901269970944	1	13.07459	run-1
20160802	RTS25	Q0	760414757459406848	2	12.08932	run-1
20160802	RTS25	Q0	760490653402836994	3	10.781414	run-1
20160802	RTS25	Q0	760605216634994688	4	9.309422	run-1
20160802	RTS25	Q0	760503173400317953	5	9.188846	run-1
20160802	RTS25	Q0	760454943081918465	6	8.280664	run-1
20160802	RTS25	Q0	760488262637064192	7	8.280664	run-1
20160802	RTS25	Q0	760517878634479616	8	8.091116	run-1
20160802	RTS25	Q0	760478498318262272	9	7.9481125	run-1
20160802	RTS25	Q0	760297396664279040	10	7.3842926	run-1
20160802	RTS36	Q0	760464032172220437	1	10.009364	run-1
20160802	RTS36	Q0	760575395108302848	2	8.765691	run-1
20160802	RTS36	Q0	760471611258658816	3	7.891296	run-1
20160802	RTS36	Q0	760451365365620737	4	7.5693445	run-1
20160802	RTS36	Q0	760348416173932544	5	7.019252	run-1
20160802	RTS36	Q0	760293646952501248	6	6.974647	run-1
20160802	RTS36	Q0	760482105419821057	7	6.974647	run-1
20160802	RTS36	Q0	760311611143823361	8	6.9613037	run-1
20160802	RTS36	Q0	760506839213617153	9	6.930524	run-1
20160802	RTS36	Q0	760531879233814528	10	6.6369495	run-1
20160802	RTS37	Q0	760472752105070592	1	10.164057	run-1
20160802	RTS37	Q0	760568508078034944	2	8.679073	run-1
20160802	RTS37	Q0	760288861243183105	3	7.7199736	run-1
20160802	RTS37	Q0	760428007278260224	4	7.7199736	run-1
20160802	RTS37	Q0	760426539280314368	5	6.6411943	run-1
20160802	RTS37	Q0	760353814255955968	6	6.5967865	run-1
20160802	RTS37	Q0	760560807352479744	7	6.5967865	run-1
20160802	RTS37	Q0	760364358731829253	8	6.218822	run-1
20160802	RTS37	Q0	760450572654931968	9	6.218822	run-1
20160802	RTS37	Q0	760429764683243520	10	5.9530234	run-1
20160802	RTS43	Q0	760340669286055936	1	17.378311	run-1
20160802	RTS43	Q0	760386626291961856	2	17.378311	run-1
20160802	RTS43	Q0	760409812375068672	3	17.378311	run-1
20160802	RTS43	Q0	760410894526509056	4	17.378311	run-1
20160802	RTS43	Q0	760346625193541632	5	16.940338	run-1
20160802	RTS43	Q0	760334172330352640	6	13.782298	run-1
20160802	RTS43	Q0	760429286553628672	7	13.782298	run-1
20160802	RTS43	Q0	760410286364827648	8	13.676248	run-1
20160802	RTS43	Q0	760430582602006528	9	13.634178	run-1
20160802	RTS43	Q0	760591501260972032	10	13.428282	run-1
