3	0	5	2
3	0	9	1
3	0	14	0
3	0	16	1
3	0	24	2
3	0	42	1
3	0	178	1
3	0	297	0
3	0	598	0
3	0	1411	1
3	0	2347	1
3	0	2353	1
3	0	7105	0
3	0	7106	0
3	0	7186	0
3	0	7411	0
3	0	10973	0
3	0	33938	0
6	0	13	1
6	0	74	2
6	0	406	1
6	0	413	0
6	0	607	2
6	0	1433	2
6	0	1443	0
6	0	7219	2
6	0	23583	0
6	0	27799	1
6	0	27848	0
6	0	61116	0
6	0	70177	0
6	0	73180	2
6	0	79429	0
6	0	142286	0
6	0	142288	1
6	0	202869	0
6	0	207341	0
7	0	12	2
7	0	18	2
7	0	19	2
7	0	27	0
7	0	70	2
7	0	201	1
7	0	291	1
7	0	296	2
7	0	351	0
7	0	387	2
7	0	467	1
7	0	2383	0
7	0	2438	1
7	0	2974	0
7	0	2987	0
7	0	3003	0
7	0	3774	0
7	0	4357	0
7	0	7350	0
7	0	21082	0
7	0	44084	0
7	0	78764	0
7	0	80522	0
7	0	80717	0
7	0	117697	0
7	0	140575	0
22	0	176	2
22	0	348	0
22	0	434	2
22	0	1602	2
22	0	5121	2
22	0	5126	2
22	0	14911	2
22	0	21607	0
22	0	27806	0
22	0	31160	2
22	0	60210	0
22	0	79605	0
22	0	173329	0
22	0	201409	0
31	0	295	2
31	0	313	1
31	0	319	2
31	0	427	2
31	0	568	0
31	0	1682	1
31	0	20736	0
31	0	45319	0
31	0	108490	0
31	0	122437	0
31	0	130689	0
31	0	130772	2
31	0	138065	0
36	0	63	2
36	0	77	2
36	0	443	2
36	0	519	1
36	0	528	0
36	0	618	2
36	0	676	0
36	0	1689	1
36	0	1690	1
36	0	1692	2
36	0	1710	1
36	0	1734	1
36	0	1743	1
36	0	2529	0
36	0	2532	1
36	0	18070	2
36	0	18074	2
36	0	18079	1
36	0	45442	2
36	0	45919	0
36	0	45975	1
36	0	46044	2
36	0	67862	0
36	0	84309	2
36	0	87081	0
36	0	99769	0
36	0	121601	1
36	0	124914	1
73	0	76	2
73	0	81	2
73	0	99	2
73	0	252	2
73	0	281	1
73	0	316	2
73	0	736	1
73	0	747	2
73	0	757	1
73	0	818	0
73	0	840	0
73	0	901	0
73	0	1044	2
73	0	10491	1
73	0	10504	0
73	0	10650	0
73	0	12017	0
73	0	12019	0
73	0	35149	1
73	0	35154	0
73	0	50258	0
73	0	104362	0
73	0	116200	0
73	0	168013	0
103	0	105	2
103	0	107	2
103	0	108	2
103	0	112	1
103	0	115	0
103	0	141	1
103	0	159	2
103	0	160	1
103	0	1140	2
103	0	1141	2
103	0	1157	2
103	0	1158	2
103	0	1439	1
103	0	8387	1
103	0	20940	1
103	0	30376	0
103	0	115401	0
114	0	116	2
114	0	117	2
114	0	317	2
114	0	323	2
114	0	324	2
114	0	326	2
114	0	1088	2
114	0	29388	1
114	0	29394	2
114	0	29395	2
114	0	59995	2
114	0	100791	0
114	0	100825	0
118	0	119	0
118	0	120	2
118	0	121	2
118	0	123	1
118	0	151	2
118	0	691	0
118	0	701	0
118	0	706	1
118	0	1516	2
118	0	1599	0
118	0	4895	1
118	0	4899	0
118	0	13127	0
118	0	37465	0
118	0	69912	0
118	0	97671	0
118	0	107828	0
118	0	109758	0
118	0	120990	0
125	0	126	2
125	0	127	2
125	0	129	0
125	0	132	1
125	0	150	0
125	0	446	1
125	0	626	1
125	0	1036	2
125	0	1039	1
125	0	2209	1
125	0	2477	1
125	0	3346	0
125	0	5151	0
125	0	8215	1
125	0	8216	0
125	0	17752	2
125	0	21664	2
125	0	21667	0
125	0	21675	0
125	0	24526	0
125	0	26778	0
125	0	32882	1
125	0	32900	0
